,cong_id,congregation_name,kings_requested,doubles_requested,priority_incentive,hotel_price_range,hotel_location,assigned_hotel
769,3119,First Lutheran Church,0,3,HOTEL PRICE,$140-150 + tax,Convention Center,Royal Sonesta New Orleans
770,5095,Lihue Lutheran Church,2,1,HOTEL PRICE,$140-150 + tax,Convention Center,Royal Sonesta New Orleans
771,11904,Gloria Dei Lutheran Church,0,12,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham French Quarter
772,7161,Lutheran Church of the Redeemer,2,4,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham French Quarter
773,14281,Memorial Lutheran Church,2,2,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham French Quarter
774,14309,Peace Lutheran Church,2,3,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham French Quarter
775,31281,Pointe Of Grace,2,1,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham French Quarter
776,7485,Shepherd Of The Hills Lutheran Church,1,6,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham Garden Baronne Plaza New Orleans
777,7420,Shepherd Of The Sea Lutheran Church,1,2,HOTEL PRICE,$140-150 + tax,Convention Center,Wyndham Garden Baronne Plaza New Orleans
778,12124,First Lutheran Church,0,0,HOTEL PRICE,$140-150 + tax,Convention Center,
779,12776,St Luke Lutheran Church,3,3,HOTEL PRICE,$140-150 + tax,Convention Center,
780,12121,St Matthew Lutheran Church,1,3,HOTEL PRICE,$140-150 + tax,Convention Center,
781,16014,Amazing Grace Lutheran Church,0,8,HOTEL PRICE,$140-150 + tax,Downtown,Courtyard New Orleans French Quarter/Iberville
782,12243,American Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Downtown,Courtyard New Orleans French Quarter/Iberville
783,11324,Emanuel Lutheran Church,0,3,HOTEL PRICE,$140-150 + tax,Downtown,Courtyard New Orleans French Quarter/Iberville
784,5926,Emanuel Lutheran Church,2,3,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
785,14534,Ezekiel Lutheran Church,1,6,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
786,1967,Faith Lutheran Church,0,3,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
787,12199,First Lutheran Church,1,3,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
788,12962,First Lutheran Church Of Richmond Beach,1,2,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
789,4840,Gloria Dei Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
790,14431,Good Shepherd Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Downtown,Royal Sonesta New Orleans
791,452,Reformation Evangelical Lutheran Church,2,2,HOTEL PRICE,$140-150 + tax,Downtown,The Troubadour
792,4470,St Jacob Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Downtown,The Troubadour
793,6881,Gloria Dei Lutheran Church,4,6,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
794,10585,Good Shepherd Lutheran Church,0,6,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
795,10819,Holy Cross Lutheran Church,0,6,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
796,4954,Holy Spirit Lutheran Church,2,6,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
797,7,Iglesia Luterana Sión,0,3,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
798,2114,Luther Memorial Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
799,12278,Martin Lutheran Church,3,1,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
800,3064,Our Redeemer Lutheran Church,1,2,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
801,11733,Our Savior's Lutheran Church Of Circle Pines,1,6,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham French Quarter
802,12529,Richland Lutheran Church,2,5,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham Garden Baronne Plaza New Orleans
803,30826,San Gabriel Lutheran Church,2,5,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham Garden Baronne Plaza New Orleans
804,90129,Shekinah Chapel,2,3,HOTEL PRICE,$140-150 + tax,Downtown,Wyndham Garden Baronne Plaza New Orleans
805,5326,Bethany Lutheran Church,2,2,HOTEL PRICE,$140-150 + tax,French Quarter,Courtyard New Orleans French Quarter/Iberville
806,11734,Central Freeborn Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,French Quarter,Courtyard New Orleans French Quarter/Iberville
807,13355,Trinity Lutheran Church,2,0,HOTEL PRICE,$140-150 + tax,French Quarter,Homewood Suites New Orleans French Quarter
808,12174,First English Lutheran Church,3,3,HOTEL PRICE,$140-150 + tax,French Quarter,Royal Sonesta New Orleans
809,4213,Holy Comforter Lutheran Church,2,2,HOTEL PRICE,$140-150 + tax,French Quarter,Royal Sonesta New Orleans
810,5024,St Mark Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,French Quarter,The Troubadour
811,14148,Zion Lutheran Church Of Helotes,0,5,HOTEL PRICE,$140-150 + tax,French Quarter,The Troubadour
812,20113,Good Shepherd Lutheran Church,0,5,HOTEL PRICE,$140-150 + tax,French Quarter,Wyndham French Quarter
813,30531,Iglesia De La Santa Cruz,0,2,HOTEL PRICE,$140-150 + tax,French Quarter,Wyndham French Quarter
814,11491,Kenwood Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,French Quarter,Wyndham French Quarter
815,525,St Paul Lutheran Church,1,2,HOTEL PRICE,$140-150 + tax,French Quarter,
816,5911,United Dr Martin Luther Lutheran Church,1,2,HOTEL PRICE,$140-150 + tax,French Quarter,
817,11449,Aardahl Lutheran Church,1,0,HOTEL PRICE,$140-150 + tax,Superdome,Courtyard New Orleans French Quarter/Iberville
818,7224,Advent Lutheran Church,1,0,HOTEL PRICE,$140-150 + tax,Superdome,Courtyard New Orleans French Quarter/Iberville
819,30694,Advent Lutheran Church,0,1,HOTEL PRICE,$140-150 + tax,Superdome,Courtyard New Orleans French Quarter/Iberville
820,7448,Christ Lutheran Church,1,4,HOTEL PRICE,$140-150 + tax,Superdome,Courtyard New Orleans French Quarter/Iberville
821,7610,Christ the King Lutheran Church,0,5,HOTEL PRICE,$140-150 + tax,Superdome,Courtyard New Orleans French Quarter/Iberville
822,1103,Epiphany Lutheran Church,4,0,HOTEL PRICE,$140-150 + tax,Superdome,Homewood Suites New Orleans French Quarter
823,12386,First Lutheran Church,0,5,HOTEL PRICE,$140-150 + tax,Superdome,Royal Sonesta New Orleans
824,7747,St Michael Lutheran Church,0,7,HOTEL PRICE,$140-150 + tax,Superdome,The Troubadour
825,729,St Peter Lutheran Church,0,4,HOTEL PRICE,$140-150 + tax,Superdome,The Troubadour
826,11708,Trinity Lutheran Church,0,3,HOTEL PRICE,$140-150 + tax,Superdome,The Troubadour
827,6838,Zion Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Superdome,The Troubadour
828,11690,Hope Lutheran Church,1,12,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham French Quarter
829,12980,Immanuel Lutheran Church,1,2,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham French Quarter
830,1850,Our Saviour Lutheran Church,0,7,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham French Quarter
831,16215,Peace Lutheran Church,0,1,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham French Quarter
832,3046,Salem Lutheran Church,0,2,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham French Quarter
833,14404,Shepherd Of The Bay Lutheran Church,1,3,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham Garden Baronne Plaza New Orleans
834,6298,St John Lutheran Church,2,1,HOTEL PRICE,$140-150 + tax,Superdome,Wyndham Garden Baronne Plaza New Orleans
835,7389,St John-St Matthew-Emanuel Lutheran Church,3,3,HOTEL PRICE,$140-150 + tax,Superdome,
836,12233,Good Shepherd Lutheran Church,1,4,HOTEL PRICE,$151-165 + tax,Convention Center,InterContinental New Orleans
837,834,Zion Lutheran Church,0,2,HOTEL PRICE,$151-165 + tax,Convention Center,SpringHill Suites New Orleans Downtown/Convention Center
838,11712,Our Savior's Lutheran Church,1,3,HOTEL PRICE,$151-165 + tax,Convention Center,The Higgins Hotel New Orleans
839,16162,Abiding Love Lutheran Church,1,4,HOTEL PRICE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
840,22,Ascención Lutheran Church,0,2,HOTEL PRICE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
841,6034,Bethel Lutheran Church,0,6,HOTEL PRICE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
842,11505,Bethlehem Lutheran Church,0,6,HOTEL PRICE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
843,14105,Christ Lutheran Church - Dallas,3,2,HOTEL PRICE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
844,726,Evangelical Lutheran Church of the Reformation,1,3,HOTEL PRICE,$151-165 + tax,Downtown,InterContinental New Orleans
845,11756,Our Savior Lutheran Church,0,8,HOTEL PRICE,$151-165 + tax,Downtown,SpringHill Suites New Orleans Downtown/Convention Center
846,559,St Paul's Evangelical Lutheran Church,0,3,HOTEL PRICE,$151-165 + tax,Downtown,SpringHill Suites New Orleans Downtown/Convention Center
847,30444,Zion Lutheran Church,0,2,HOTEL PRICE,$151-165 + tax,Downtown,SpringHill Suites New Orleans Downtown/Convention Center
848,5905,Palm Valley Lutheran Church,2,2,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
849,5713,Pisgah Lutheran Church,2,4,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
850,7725,Prince Of Peace Lutheran Church,2,4,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
851,10254,Resurrection Lutheran Church,3,1,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
852,4772,St John Lutheran Church,2,2,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
853,2471,St John Lutheran Church,1,5,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
854,4846,St John's Lutheran Church,3,7,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
855,1750,Trinity Lutheran Church,1,4,HOTEL PRICE,$151-165 + tax,Downtown,The Higgins Hotel New Orleans
856,14349,Trinity Lutheran Church,1,8,HOTEL PRICE,$151-165 + tax,Downtown,
857,12183,Bethel Lutheran Church,0,1,HOTEL PRICE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
858,4458,Grace Evangelical Lutheran Church,0,4,HOTEL PRICE,$151-165 + tax,French Quarter,La Quinta Inn & Suites New Orleans Downtown
859,10507,Hope Lutheran Church,0,4,HOTEL PRICE,$151-165 + tax,French Quarter,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
860,31154,Spirit Lutheran,0,4,HOTEL PRICE,$151-165 + tax,French Quarter,SpringHill Suites New Orleans Downtown/Convention Center
861,7636,Christ The King Lutheran Church,0,6,HOTEL PRICE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
862,3556,Emmanuel Lutheran Church,0,3,HOTEL PRICE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
863,4688,Faith Lutheran Church,0,2,HOTEL PRICE,$151-165 + tax,Superdome,Four Points French Quarter
864,11758,Farmington Lutheran Church,3,3,HOTEL PRICE,$151-165 + tax,Superdome,InterContinental New Orleans
865,7820,Good Shepherd Lutheran Church,0,3,HOTEL PRICE,$151-165 + tax,Superdome,InterContinental New Orleans
866,5014,Holy Trinity Lutheran Church,0,4,HOTEL PRICE,$151-165 + tax,Superdome,La Quinta Inn & Suites New Orleans Downtown
867,1832,Immanuel Lutheran Church,2,2,HOTEL PRICE,$151-165 + tax,Superdome,La Quinta Inn & Suites New Orleans Downtown
868,10712,Lutheran Church of Mahomet,0,4,HOTEL PRICE,$151-165 + tax,Superdome,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
869,3709,St Paul Lutheran Church,0,3,HOTEL PRICE,$151-165 + tax,Superdome,SpringHill Suites New Orleans Downtown/Convention Center
870,14724,St Paul Lutheran Church,0,3,HOTEL PRICE,$151-165 + tax,Superdome,SpringHill Suites New Orleans Downtown/Convention Center
871,30949,The Neighborhood Church,0,5,HOTEL PRICE,$151-165 + tax,Superdome,SpringHill Suites New Orleans Downtown/Convention Center
872,10918,St Peter Evangelical Lutheran Church,3,8,HOTEL PRICE,$151-165 + tax,Superdome,
873,1118,Zion Lutheran Church,0,3,HOTEL PRICE,$166-185 + tax,Convention Center,Hyatt Regency New Orleans
874,6140,Grace Lutheran Church,0,5,HOTEL PRICE,$166-185 + tax,Downtown,New Orleans Marriott
875,30905,Westside Lutheran Church,0,2,HOTEL PRICE,$166-185 + tax,French Quarter,Hyatt Regency New Orleans
876,7688,St Luke Lutheran Church,2,3,HOTEL PRICE,$166-185 + tax,French Quarter,Sheraton New Orleans Hotel
877,13198,Bethel Lutheran Church,0,4,HOTEL PRICE,$166-185 + tax,Superdome,New Orleans Marriott
878,14460,First Lutheran Church,0,5,HOTEL PRICE,$166-185 + tax,Superdome,New Orleans Marriott
879,4066,St John's Lutheran Church,2,4,HOTEL PRICE,$166-185 + tax,Superdome,Sheraton New Orleans Hotel
880,12922,Advent Lutheran Church,0,3,,,,Astor Crowne Plaza New Orleans French Quarter
881,13865,Ascension Lutheran Church,1,3,,,,Astor Crowne Plaza New Orleans French Quarter
882,14428,Atonement Lutheran Church,0,2,,,,Astor Crowne Plaza New Orleans French Quarter
883,12097,Bethlehem Lutheran Church,1,2,,,,Astor Crowne Plaza New Orleans French Quarter
884,12139,Bethlehem Lutheran Church,0,4,,,,Astor Crowne Plaza New Orleans French Quarter
885,13000,Christ Lutheran Church,0,3,,,,Astor Crowne Plaza New Orleans French Quarter
886,5870,Cross of Life Lutheran Church,1,5,,,,Astor Crowne Plaza New Orleans French Quarter
887,6101,Emmanuel Lutheran Church,0,4,,,,Astor Crowne Plaza New Orleans French Quarter
888,2461,Emanuel Lutheran Church,2,1,,,,Courtyard New Orleans French Quarter/Iberville
889,2004,Faith Lutheran Church,0,2,,,,Courtyard New Orleans French Quarter/Iberville
890,1761,Faith Lutheran Church,7,0,,,,Homewood Suites New Orleans French Quarter
891,11627,First Lutheran Church,5,0,,,,Homewood Suites New Orleans French Quarter
892,11859,St Olaf Lutheran Church,0,3,,,,Hyatt Regency New Orleans
893,12954,Trinity Lutheran Church,0,5,,,,Hyatt Regency New Orleans
894,30394,Trinity Lutheran Church,0,5,,,,Hyatt Regency New Orleans
895,12306,Trinity Lutheran Church,2,1,,,,Le Meridien New Orleans
896,1513,Trinity Lutheran Church,2,3,,,,Le Meridien New Orleans
897,13777,Faith Lutheran Church,2,2,,,,New Orleans Marriott
898,7418,Fellowship Lutheran Church,3,5,,,,New Orleans Marriott
899,14500,First American Lutheran Church,0,3,,,,New Orleans Marriott
900,3123,First Lutheran Church,0,3,,,,New Orleans Marriott
901,2668,First Lutheran Church,0,5,,,,New Orleans Marriott
902,12656,First Lutheran Church,2,7,,,,New Orleans Marriott
903,16122,Good Shepherd Lutheran Church,1,3,,,,New Orleans Marriott
904,1512,Grace Lutheran Church,2,2,,,,New Orleans Marriott
905,3060,Grace Lutheran Church,1,8,,,,New Orleans Marriott
906,5767,Holy Cross Lutheran Church,1,1,,,,New Orleans Marriott
907,7369,Holy Love Lutheran Church,1,2,,,,New Orleans Marriott
908,3724,Holy Trinity Lutheran Church,0,1,,,,New Orleans Marriott
909,9,Iglesia Evangélica Luterana Getsemaní,0,3,,,,New Orleans Marriott
910,3093,Incarnation Lutheran Church,2,5,,,,New Orleans Marriott
911,12577,Lord Of Life Lutheran Church,1,3,,,,New Orleans Marriott
912,1667,Zion Lutheran Church,1,2,,,,Renaissance New Orleans Arts Warehouse District Hotel
913,7038,St John's Lutheran Church,1,2,,,,Sheraton New Orleans Hotel
914,1773,St Paul Lutheran Church,1,1,,,,Sheraton New Orleans Hotel
915,11474,St Paul Lutheran Church,1,2,,,,Sheraton New Orleans Hotel
916,11851,Our Saviour's Lutheran Church,1,1,,,,The Westin New Orleans
917,6745,Our Saviour's Lutheran Church,1,2,,,,The Westin New Orleans
918,7190,Prince Of Peace Lutheran Church,0,1,,,,The Westin New Orleans
919,11970,Redeemer Lutheran Church,0,5,,,,The Westin New Orleans
920,2564,St John Lutheran Church,0,1,,,,Wyndham French Quarter
921,4755,Abiding Christ Lutheran Church,0,0,,,,
922,11864,Abiding Savior Lutheran Church,0,0,,,,
923,7751,Advent Lutheran Church,0,0,,,,
924,16241,Amazing Grace Lutheran Church,0,0,,,,
925,5187,Ascension Lutheran Church,0,0,,,,
926,12902,Ascension Lutheran Church,0,0,,,,
927,13522,Ascension Lutheran Church,0,0,,,,
928,12,Betel Lutheran Church,0,0,,,,
929,1979,Bethany Lutheran Church,0,0,,,,
930,2879,Bethlehem Lutheran Church,0,0,,,,
931,10160,Bethlehem Lutheran Church,0,0,,,,
932,11299,Bethlehem Lutheran Church,0,0,,,,
933,10862,Burr Oak Lutheran Church,0,0,,,,
934,11622,Calvary Lutheran Church,0,0,,,,
935,13676,Calvary Lutheran Church,0,0,,,,
936,14430,Calvary Lutheran Church,0,0,,,,
937,11822,Central Lutheran Church,0,0,,,,
938,14242,Christ Lutheran Church,0,0,,,,
939,12140,Christ The King Lutheran Church,0,0,,,,
940,11997,Crow River Lutheran Church,0,0,,,,
941,11728,Crown of Glory Lutheran Church,0,0,,,,
942,11485,Dilworth Lutheran Church,0,0,,,,
943,14544,Emmanuel Evangelical Lutheran Church,0,0,,,,
944,1776,Emmanuel Lutheran Church,0,0,,,,
945,6095,Epiphany Lutheran Church,0,0,,,,
946,11942,Evanger Lutheran Church,0,0,,,,
947,4685,Faith Lutheran Church,0,0,,,,
948,4812,Faith Lutheran Church,0,0,,,,
949,14312,First English Lutheran Church,0,0,,,,
950,4176,First Lutheran Church,0,0,,,,
951,6324,First Lutheran Church,0,0,,,,
952,11482,First Lutheran Church,0,0,,,,
953,11490,First Lutheran Church,0,0,,,,
954,12167,First Lutheran Church,0,0,,,,
955,12838,First Lutheran Church,0,0,,,,
956,14324,First Lutheran Church,0,0,,,,
957,14320,Gethsemane Lutheran Church,0,0,,,,
958,13794,Gloria Dei Lutheran Church,0,0,,,,
959,3011,Good Shepherd Lutheran Church,0,0,,,,
960,6772,Good Shepherd Lutheran Church,0,0,,,,
961,7686,Good Shepherd Lutheran Church,0,0,,,,
962,13121,Grace Evangelical Lutheran Church,0,0,,,,
963,6781,Grace Lutheran Church,0,0,,,,
964,12042,Grace Lutheran Church,0,0,,,,
965,60305,Grace Lutheran Church,0,0,,,,
966,12351,Grafton Lutheran Church,0,0,,,,
967,12077,Granite Falls Lutheran Church,0,0,,,,
968,7182,Holy Comforter Lutheran Church,0,0,,,,
969,10142,Holy Shepherd Lutheran Church,0,0,,,,
970,3961,Holy Trinity Evangelical Lutheran Church,0,0,,,,
971,13918,Hope Lutheran Church,0,0,,,,
972,7445,Hosanna Lutheran Church,0,0,,,,
973,5185,House of Prayer Lutheran Church,0,0,,,,
974,5401,House Of Prayer Lutheran Church,0,0,,,,
975,7149,Iglesia Evangelica Luterana Reconciliación,0,0,,,,
976,14837,Immanuel Evangelical Lutheran Church,0,0,,,,
977,11689,Immanuel Lutheran Church,0,0,,,,
978,14647,Jefferson Prairie Lutheran Church,0,0,,,,
979,7622,King of Kings Lutheran Church,0,0,,,,
980,3296,Kountze Memorial Lutheran Church,0,0,,,,
981,7487,Living Word Lutheran Church,0,0,,,,
982,13229,Lord of Life Lutheran Church,0,0,,,,
983,7763,Love Of Christ Lutheran Church,0,0,,,,
984,11591,Lutheran Church of the Good Shepherd,0,0,,,,
985,373,Lutheran Church Of The Holy Spirit,0,0,,,,
986,31333,Madison Neighborhood Ministry,0,0,,,,
987,2043,Messiah Lutheran Church,0,0,,,,
988,31355,Mision Luterana Unidad De Berwyn,0,0,,,,
989,3298,Morning Star Lutheran Church,0,0,,,,
990,2996,Mount Calvary Lutheran Church,0,0,,,,
991,11405,Mount Calvary Lutheran Church,0,0,,,,
992,4995,Mount Of Olives Lutheran Church,0,0,,,,
993,6738,Mount Zion Lutheran Church,0,0,,,,
994,14384,New Hope Lutheran Church,0,0,,,,
995,30485,New Joy Lutheran Church,0,0,,,,
996,14143,Oslo Lutheran Church,0,0,,,,
997,12383,Our Savior Lutheran Church,0,0,,,,
998,14820,Our Savior Lutheran Church,0,0,,,,
999,5486,Our Saviour Lutheran Church,0,0,,,,
1000,7690,Our Saviour Lutheran Church,0,0,,,,
1001,4996,Our Saviour's Evangelical Lutheran Church,0,0,,,,
1002,20081,Pilgrim Lutheran Church,0,0,,,,
1003,888,Prince Of Peace Lutheran Church,0,0,,,,
1004,11292,Providence Lutheran Church,0,0,,,,
1005,5730,Redeemer Lutheran Church,0,0,,,,
1006,11203,Redeemer Lutheran Church,0,0,,,,
1007,1659,Reformation Lutheran Church,0,0,,,,
1008,3294,Rejoice Lutheran Church,0,0,,,,
1009,3839,Resurrection Lutheran Church,0,0,,,,
1010,30914,River of Hope Lutheran Church,0,0,,,,
1011,16138,Shalom Lutheran Church,0,0,,,,
1012,16181,Shepherd Of The Hills Lutheran Church,0,0,,,,
1013,30506,Shepherd of the Prairie Lutheran Church,0,0,,,,
1014,5193,Shepherd Of The Valley Lutheran Church,0,0,,,,
1015,13997,Shepherd Of The Valley Lutheran Church,0,0,,,,
1016,13678,South Canyon Lutheran Church,0,0,,,,
1017,2477,St James Lutheran Church,0,0,,,,
1018,13705,St John American Lutheran Church,0,0,,,,
1019,1442,St John Evangelical Lutheran Church,0,0,,,,
1020,11331,St John Evangelical Lutheran Church,0,0,,,,
1021,670,St John Lutheran Church,0,0,,,,
1022,2118,St John Lutheran Church,0,0,,,,
1023,10022,St John Lutheran Church,0,0,,,,
1024,13093,St John Lutheran Church,0,0,,,,
1025,13558,St John Lutheran Church,0,0,,,,
1026,14347,St John Lutheran Church,0,0,,,,
1027,13069,St John's Evangelical Lutheran Church,0,0,,,,
1028,13279,St John's Lutheran Church,0,0,,,,
1029,406,St Luke Lutheran Church,0,0,,,,
1030,14678,St Luke Lutheran Church,0,0,,,,
1031,14729,St Luke's Lutheran Church,0,0,,,,
1032,3478,St Matthew Lutheran Church,0,0,,,,
1033,2427,St Paul Evangelical Lutheran Church,0,0,,,,
1034,5122,St Paul Lutheran Church,0,0,,,,
1035,6294,St Paul Lutheran Church,0,0,,,,
1036,11239,St Paul Lutheran Church,0,0,,,,
1037,13542,St Paul Lutheran Church,0,0,,,,
1038,11297,St Paul's Lutheran Church,0,0,,,,
1039,541,St Peter Lutheran Church,0,0,,,,
1040,10978,St Peter Lutheran Church,0,0,,,,
1041,1166,St Peter's Lutheran Church,0,0,,,,
1042,14185,St Peter's Lutheran Church,0,0,,,,
1043,6156,St Philip Lutheran Church,0,0,,,,
1044,6100,St Stephen Lutheran Church,0,0,,,,
1045,3304,St Timothy Lutheran Church,0,0,,,,
1046,6089,St Timothy Lutheran Church,0,0,,,,
1047,3079,St. Mark's Evangelical Lutheran Church,0,0,,,,
1048,2456,Swedesburg Lutheran Church,0,0,,,,
1049,749,Trinity Lutheran Church,0,0,,,,
1050,5484,Trinity Lutheran Church,0,0,,,,
1051,6638,Trinity Lutheran Church,0,0,,,,
1052,12232,Trinity Lutheran Church,0,0,,,,
1053,14607,Trinity Lutheran Church,0,0,,,,
1054,7162,United In Christ Lutheran Church,0,0,,,,
1055,11978,United Redeemer Lutheran Church,0,0,,,,
1056,11070,Zion Lutheran Church,0,0,,,,
1057,13228,Zion Lutheran Church,0,0,,,,
1058,14598,Zion Lutheran Church,0,0,,,,
