,cong_id,congregation_name,kings_requested,doubles_requested,priority_incentive,hotel_price_range,hotel_location,assigned_hotel
0,2955,Zion Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Convention Center,Hyatt Regency New Orleans
1,3271,First Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Convention Center,New Orleans Marriott
2,2968,Gethsemane Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Convention Center,New Orleans Marriott
3,10158,Our Saviour’s Lutheran Church ,0,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Convention Center,The Westin New Orleans
4,12162,Faith Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Four Points French Quarter
5,6698,St Stephen The Martyr Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Hyatt Regency New Orleans
6,5832,Trinity Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Le Meridien New Orleans
7,11276,Holy Spirit Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,New Orleans Marriott
8,9900,Luther Heights Bible Camp,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,New Orleans Marriott
9,10237,Luther Memorial Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,New Orleans Marriott
10,7525,Lutheran Church Of Our Saviour,1,1,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,New Orleans Marriott
11,2914,Lutheran Church Of The Good Shepherd,0,7,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,New Orleans Marriott
12,13243,Trinity Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Renaissance New Orleans Arts Warehouse District Hotel
13,12850,Our Savior Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,The Westin New Orleans
14,1977,Salem Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Wyndham French Quarter
15,13055,St Jacob Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Wyndham Garden Baronne Plaza New Orleans
16,10870,St John American Lutheran Church,2,5,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Downtown,Wyndham Garden Baronne Plaza New Orleans
17,16452,Atonement Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
18,10655,St Petri Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Hilton New Orleans Riverside
19,2658,St Stephen Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Hyatt Regency New Orleans
20,5004,Streams in the Desert Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Hyatt Regency New Orleans
21,13368,Trinity Lutheran Church Of Choteau,0,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Hyatt Regency New Orleans
22,2694,First English Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
23,2959,First Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
24,12671,First Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
25,3287,Immanuel Lutheran Church,2,7,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
26,14741,Mount Carmel Lutheran Church,1,4,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
27,14029,Trinity Lutheran Church,4,0,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,New Orleans Marriott
28,10835,St Paul Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,French Quarter,Sheraton New Orleans Hotel
29,12160,Bethany Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
30,13278,Epiphany Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,Four Points French Quarter
31,1120,St Peter's Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,Hilton New Orleans Riverside
32,11776,Trinity Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,Le Meridien New Orleans
33,5771,Lutheran Church of the Redeemer,3,3,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,New Orleans Marriott
34,7079,Messiah Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,New Orleans Marriott
35,11847,Oak Knoll Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,Superdome,New Orleans Marriott
36,1318,Calvary Evangelical Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,,Astor Crowne Plaza New Orleans French Quarter
37,30411,Hosanna Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$140-150 + tax,,New Orleans Marriott
38,30559,Capitol Hill Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,Astor Crowne Plaza New Orleans French Quarter
39,14139,Christ Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,Astor Crowne Plaza New Orleans French Quarter
40,7571,Christus Victor Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,Astor Crowne Plaza New Orleans French Quarter
41,781,Reformation Lutheran Church,2,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,Le Pavillon Hotel
42,11657,Faith Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,New Orleans Marriott
43,10488,Grace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,New Orleans Marriott
44,4199,Kimball Memorial Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,New Orleans Marriott
45,11702,Little Cedar Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,New Orleans Marriott
46,13159,Peace Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,The Westin New Orleans
47,11676,Bethlehem Lutheran Church,0,0,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Convention Center,
48,30130,Abiding Presence Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
49,7587,Advent Lutheran Church,3,0,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
50,30201,Alleluia Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
51,3211,Bethesda Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
52,13493,Bethlehem Lutheran Church,4,17,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
53,10329,Christ Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
54,14659,Christ The King Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
55,5959,Christ The King Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
56,13925,Elim Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
57,5364,Esther Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Courtyard New Orleans French Quarter/Iberville
58,5718,St Stephen Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hilton New Orleans Riverside
59,2024,Test Congregation,1,0,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Homewood Suites New Orleans French Quarter
60,11412,St John Lutheran Church,0,7,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
61,1108,St Mark Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
62,727,St Mark Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
63,12146,St Stephen Lutheran Church,0,7,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
64,12004,Trinity Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
65,10642,Zion Evangelical Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Hyatt Regency New Orleans
66,14650,Faith Lutheran Church,3,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
67,10758,First English Lutheran Church,1,6,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
68,12882,First Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
69,30107,Gateway Trinity Lutheran Church Of The Elca,1,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
70,6077,Grace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
71,10984,Grace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
72,14200,Grace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
73,3120,Grace Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
74,13919,Grace Lutheran Church,1,6,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
75,20120,Hope Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
76,12028,Immanuel Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
77,14217,Immanuel Lutheran Church,1,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
78,11975,Lands Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
79,4676,Lutheran Church Of The Good Shepherd,3,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
80,13985,Mount Carmel Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,New Orleans Marriott
81,13715,Trinity Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Renaissance New Orleans Arts Warehouse District Hotel
82,12395,St John Lutheran Church,2,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
83,4934,St Matthew Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
84,6926,Redeemer Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,The Troubadour
85,5623,Redeemer Lutheran Church,2,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,The Troubadour
86,12157,Our Savior Lutheran Church,4,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,The Westin New Orleans
87,11950,Our Savior's Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,The Westin New Orleans
88,16445,Peace Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Wyndham French Quarter
89,1645,Peace Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Downtown,Wyndham French Quarter
90,5464,Augustana Lutheran Church,4,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
91,2417,Bethany Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
92,12584,Bethlehem Lutheran Church,1,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
93,16455,Bread Of Life Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
94,6709,Christ The Servant Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
95,14708,Dekorra Lutheran Church,4,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Four Points French Quarter
96,11987,Grue Lutheran Church,0,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Four Points French Quarter
97,11375,St Peter Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Hilton New Orleans Riverside
98,3706,St Timothy Lutheran Church,2,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Hilton New Orleans Riverside
99,11242,St Paul Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Hyatt Regency New Orleans
100,826,St Paul Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Hyatt Regency New Orleans
101,13584,Zion Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Hyatt Regency New Orleans
102,11084,Trinity Evangelical Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Le Meridien New Orleans
103,14706,Trinity Lutheran Church,4,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Le Meridien New Orleans
104,3241,Faith Evangelical Lutheran Church,3,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
105,12465,First Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
106,5502,First Lutheran Church,3,7,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
107,1815,Grace Lutheran Church,0,13,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
108,14457,Luck Lutheran Church,1,7,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
109,12921,Lutheran Church Of The Good Shepherd,1,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
110,2234,Messiah Lutheran Church,0,7,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
111,14623,New Hope Lutheran,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,New Orleans Marriott
112,1173,Trinity Lutheran Church,3,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Renaissance New Orleans Arts Warehouse District Hotel
113,31421,United Fellowship Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Renaissance New Orleans Arts Warehouse District Hotel
114,11024,Winnebago Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,Renaissance New Orleans Arts Warehouse District Hotel
115,20060,Redeemer Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,The Troubadour
116,14094,Our Saviour's Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,The Westin New Orleans
117,16183,Peace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,The Westin New Orleans
118,11929,Prince Of Peace Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,The Westin New Orleans
119,7796,Resurrection Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,French Quarter,The Westin New Orleans
120,30044,All Shepherds Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
121,14758,Atonement Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
122,10973,Bethel Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
123,11002,Bethlehem Lutheran Church,0,1,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
124,14126,Calvary Lutheran Church,3,15,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
125,11005,Christ The King Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
126,10255,St Paul's Evangelical Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Hilton New Orleans Riverside
127,16312,St Andrew's Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Hyatt Regency New Orleans
128,14591,St John Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Hyatt Regency New Orleans
129,496,St Peter Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Hyatt Regency New Orleans
130,13155,Epiphany Lutheran Church,4,10,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
131,11061,"First Evangelical Lutheran Church Of West Okoboji, Iowa",1,9,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
132,10858,First Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
133,11146,First Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
134,10031,First Lutheran Church,0,12,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
135,14666,Grace Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
136,16056,Immanuel Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
137,10896,Immanuel Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
138,10962,Immanuel Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
139,11727,Mount Calvary Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,New Orleans Marriott
140,2529,Trinity Lutheran Church,3,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Renaissance New Orleans Arts Warehouse District Hotel
141,2462,St John Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Sheraton New Orleans Hotel
142,2524,St Mark Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Sheraton New Orleans Hotel
143,4212,St Mark's Lutheran Church,3,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Sheraton New Orleans Hotel
144,7379,Resurrection Lutheran Church,1,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,The Troubadour
145,11121,Our Savior's Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,The Westin New Orleans
146,10997,Our Saviour Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,The Westin New Orleans
147,14359,Our Saviour's Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,The Westin New Orleans
148,11001,Redeemer Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,The Westin New Orleans
149,12481,Our Saviour's Lutheran Church,3,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Wyndham French Quarter
150,7514,Peace Evangelical Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$151-165 + tax,Superdome,Wyndham French Quarter
151,10906,Decorah Lutheran Church,7,33,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,Four Points French Quarter
152,3191,Evangelical Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,New Orleans Marriott
153,10200,Joy Lutheran Church,2,8,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,New Orleans Marriott
154,4672,St John Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,Sheraton New Orleans Hotel
155,14680,Our Savior Lutheran Church,3,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,The Westin New Orleans
156,13363,Our Saviour's Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Convention Center,The Westin New Orleans
157,700,Advent Lutheran Church Of Goschenhoppen,0,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
158,1661,Andover Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
159,20169,Bethel Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
160,4512,Calvary Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
161,30236,"Christ Community Church, ELCA",1,1,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
162,698,Christ Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
163,14074,Christ Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
164,4096,Christ The King Lutheran Church,0,8,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
165,7644,Christ The Savior Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Astor Crowne Plaza New Orleans French Quarter
166,3675,Faith Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Courtyard New Orleans French Quarter/Iberville
167,7552,St Peter's Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Hilton New Orleans Riverside
168,2632,St Paul Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Hyatt Regency New Orleans
169,7368,Tanque Verde Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Hyatt Regency New Orleans
170,5489,Trinity Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Hyatt Regency New Orleans
171,3561,First Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
172,2931,First Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
173,16318,Gloria Dei Lutheran Church,1,16,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
174,13352,Good Shepherd Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
175,30401,Grace Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
176,4227,Grace Lutheran Church,4,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
177,11960,Grace Lutheran Church,2,6,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
178,1160,Holy Spirit Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
179,12403,Kindred Evangelical Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
180,16293,King Of Glory Lutheran Church,0,8,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
181,6286,Luther Memorial Lutheran Church,3,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,New Orleans Marriott
182,2169,United Evangelical Lutheran Church of Peace,3,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Renaissance New Orleans Arts Warehouse District Hotel
183,1078,St John Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Sheraton New Orleans Hotel
184,20042,St Mark Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Sheraton New Orleans Hotel
185,10050,St Paul Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Sheraton New Orleans Hotel
186,14491,Our Savior's Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,The Westin New Orleans
187,3757,Prince Of Peace Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,The Westin New Orleans
188,6122,Reformation Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,The Westin New Orleans
189,609,Shepherd Of The Hills Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Downtown,Wyndham French Quarter
190,7226,Beaver Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
191,13519,Bergen Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
192,7651,Christ The King Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
193,4744,St John Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Hyatt Regency New Orleans
194,5044,St Paul Lutheran Church,0,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Hyatt Regency New Orleans
195,14582,First English Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,New Orleans Marriott
196,14372,First Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,New Orleans Marriott
197,1911,Good Shepherd Lutheran Church,2,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,New Orleans Marriott
198,1612,Messiah Lutheran Church,2,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,New Orleans Marriott
